"the_geom","Street","TrafDir","SegmentID","RW_TYPE","StreetWidt","Boro","Facility","Direction","Hours","Days","Days_Code","Lane_width","Lane_Type1","Lane_Type","Lane_Descr","Lane_Color","SBS_Route1","SBS_Route2","SBS_Route3","Open_dates","Year1","Year2","Year3","Last_Updat","Chron_ID_1","Shape_Leng","Shape_Le_1","Mid_Block"
"MULTILINESTRING ((-73.88569041981296 40.65195806488846, -73.88479047318656 40.65077192203811))","PENNSYLVANIA AVENUE","T","0292895","1","0","BK","Pennsylvania Avenue","NB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","499.108209278","MULTILINESTRING ((1015968.6865505874 176822.9807215035, 1016218.9724673331 176391.16367176175))",
"MULTILINESTRING ((-73.8807326757479 40.64692762460888, -73.88013120252312 40.64638240248054))","PENNSYLVANIA AVENUE","T","0046980","1","0","BK","Pennsylvania Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","259.454604541","MULTILINESTRING ((1017346.8586630076 174992.08871400356, 1017514.0400871783 174793.67736542225))",
"MULTILINESTRING ((-73.88241240096438 40.64844055955498, -73.8814817895251 40.64760007787689))","PENNSYLVANIA AVENUE","T","0046916","1","0","BK","Pennsylvania Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","400.566826136","MULTILINESTRING ((1016879.992798835 175542.66175983846, 1017138.64713718 175236.7995106727))",
"MULTILINESTRING ((-73.8814817895251 40.64760007787689, -73.8807326757479 40.64692762460888))","PENNSYLVANIA AVENUE","T","0046977","1","0","BK","Pennsylvania Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","321.302682054","MULTILINESTRING ((1017138.64713718 175236.7995106727, 1017346.8586630076 174992.08871400356))",
"MULTILINESTRING ((-73.88349551791781 40.64941055665984, -73.88310250186392 40.649052715094044))","PENNSYLVANIA AVENUE","T","0046914","1","0","BK","Pennsylvania Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","169.972225301","MULTILINESTRING ((1016578.963217169 175895.65646067262, 1016688.195610255 175765.430343166))",
"MULTILINESTRING ((-73.88479047318656 40.65077192203811, -73.88441234606373 40.650305957593964))","PENNSYLVANIA AVENUE","T","9009290","1","0","BK","Pennsylvania Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,"B82",,,"6/30/2018","2018","0","0","2/25/2019","BK2018","199.572056244","MULTILINESTRING ((1016218.9724673331 176391.16367176175, 1016324.1212071776 176221.53835484385))",
"MULTILINESTRING ((-74.0025238155258 40.73975264294851, -74.00310733866476 40.73999752073207))","WEST 14 STREET","T","0215772","1","52","MAN","14 Street","WB","6AM-10PM","7 Days/Week","7","Single","Bus Lane","Offset","Curbside","Red","M14 A","M14 D",,"10/03/2019","2019","0","0","12/19/2019","MAN2019","184.682125671","MULTILINESTRING ((983550.6116230935 208788.45714475214, 983388.911487177 208877.679079175))",
"MULTILINESTRING ((-73.92905728256457 40.6792764333605, -73.92930855051773 40.67903432163146))","UTICA AVENUE","T","0167498","1","38","BK","Utica Avenue","SB","7AM-7PM","7 Days/Week","5","Single","Bus Lane","Curbside",,"Red","B46",,,"08/02/19","2019","0","0","12/19/2019","BK2019","112.418384266","MULTILINESTRING ((1003927.1679827571 186763.10519816692, 1003857.5457466682 186674.84061091463))",
"MULTILINESTRING ((-73.92930855051773 40.67903432163146, -73.92981203183318 40.67854796106482))","UTICA AVENUE","T","0167499","1","38","BK","Utica Avenue","SB","7AM-7PM","7 Days/Week","5","Single","Bus Lane","Curbside",,"Red","B46",,,"08/02/19","2019","0","0","12/19/2019","BK2019","225.610901679","MULTILINESTRING ((1003857.5457466682 186674.84061091463, 1003718.0381516666 186497.5332227454))",
"MULTILINESTRING ((-73.92981203183318 40.67854796106482, -73.92993661755631 40.67842194601393, -73.9299367004483 40.678421856913445, -73.92993677032916 40.67842176780504, -73.9300467013662 40.67828570657053, -73.93004678309397 40.67828559945894, -73.93004685536944 40.67828548243595, -73.93006323345745 40.67826009877487))","UTICA AVENUE","T","0294058","1","38","BK","Utica Avenue","SB","7AM-7PM","7 Days/Week","5","Single","Bus Lane","Curbside",,"Red","B46",,,"08/02/19","2019","0","0","12/19/2019","BK2019","126.134170854","MULTILINESTRING ((1003718.0381516666 186497.5332227454, 1003683.5185356713 186451.59466633433, 1003683.4955698417 186451.56218608757, 1003683.4762129172 186451.5297058408, 1003653.024174094 186401.93433259038, 1003653.0015363387 186401.89529066364, 1003652.9815232623 186401.85263982942, 1003648.4460992526 186392.60101791733))",
"MULTILINESTRING ((-73.93006323345745 40.67826009877487, -73.93014044802749 40.67813991614703, -73.93021581209176 40.67798722555852, -73.93027159423464 40.677829939431895, -73.93027166540175 40.67782975036688, -73.9302717129124 40.677829561287574, -73.9303073528039 40.6776697513963, -73.93030737654593 40.67766966946378, -73.93030738845883 40.67766958842466, -73.93032287224051 40.67750933316722, -73.93032288539261 40.677509198097965, -73.93032288555256 40.67750904501053, -73.93032122584974 40.67747867864295))","UTICA AVENUE","T","0294059","1","38","BK","Utica Avenue","SB","7AM-7PM","7 Days/Week","5","Single","Bus Lane","Curbside",,"Red","B46",,,"08/02/19","2019","0","0","12/19/2019","BK2019","296.506687834","MULTILINESTRING ((1003648.4460992526 186392.60101791733, 1003627.0639241787 186348.7979559161, 1003606.2043858483 186293.1517417551, 1003590.7775794279 186235.83558341957, 1003590.7578944304 186235.7666859144, 1003590.7447710946 186235.69778841533, 1003580.9055519257 186177.46660567448, 1003580.8989902594 186177.43675008076, 1003580.8957094266 186177.40722258203, 1003576.6473583418 186119.01823174173, 1003576.6437494294 186118.96901924897, 1003576.6437494294 186118.9132450823, 1003577.1129085859 186107.85027507172))",
"MULTILINESTRING ((-73.90098700649703 40.590103018451615, -73.89876902723576 40.58810197700396))","FLATBUSH AVENUE","W","0158106","1","34","BK","Flatbush Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","bus lane on shoulder",,"None",,,,"11/25/2019","2019","0","0","12/19/2019","BK2019","954.448947517","MULTILINESTRING ((1011749.6552905142 154282.39981850982, 1012366.5142930001 153554.0745035112))",
"MULTILINESTRING ((-74.00310733866476 40.73999752073207, -74.00512553468717 40.74085021269853))","WEST 14 STREET","T","0215773","1","52","MAN","14 Street","WB","6AM-10PM","7 Days/Week","7","Single","Bus Lane","Offset","Curbside","Red","M14 A","M14 D",,"10/03/2019","2019","0","0","12/19/2019","MAN2019","639.759129378","MULTILINESTRING ((983388.911487177 208877.679079175, 982829.6583405882 209188.36809033155))",
"MULTILINESTRING ((-74.0025238155258 40.73975264294851, -74.00310733866476 40.73999752073207))","WEST 14 STREET","T","0215772","1","52","MAN","14 Street (9 Avenue- 3 Avenue)","EB","6AM-10PM","7 Days/Week","7","Single","Bus Lane","Busway",,"Red","M14 A","M14 D",,"10/03/2019","2019","0","0","12/19/2019","MAN2019","184.682125671","MULTILINESTRING ((983550.6116230935 208788.45714475214, 983388.911487177 208877.679079175))",
"MULTILINESTRING ((-73.98958546988135 40.720436815854264, -73.98903403542899 40.721616333176804))","ALLEN STREET","W","0032859","1","44","MAN","Allen Street","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","456.109653139","MULTILINESTRING ((987136.8642930835 201751.26026117802, 987289.665824756 202181.01333867013))",
"MULTILINESTRING ((-73.98884852902067 40.722115613658104, -73.98858649914773 40.72282083814923))","ALLEN STREET","W","9006474","1","44","MAN","Allen Street","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","267.003592665","MULTILINESTRING ((987341.0633597523 202362.9230798334, 987413.66163975 202619.8674478382))",
"MULTILINESTRING ((-73.99021012554621 40.71924286678228, -73.98958546988135 40.720436815854264))","ALLEN STREET","W","0164301","1","44","MAN","Allen Street","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","468.188448007","MULTILINESTRING ((986963.7609647512 201316.24800783396, 987136.8642930835 201751.26026117802))",
"MULTILINESTRING ((-73.98903403542899 40.721616333176804, -73.98888551566347 40.72201606501129))","ALLEN STREET","W","9006472","1","44","MAN","Allen Street","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","151.341540351","MULTILINESTRING ((987289.665824756 202181.01333867013, 987330.8156768382 202326.6531392485))",
"MULTILINESTRING ((-73.98888551566347 40.72201606501129, -73.98884852902067 40.722115613658104))","ALLEN STREET","W","9006473","1","44","MAN","Allen Street","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","37.6898341352","MULTILINESTRING ((987330.8156768382 202326.6531392485, 987341.0633597523 202362.9230798334))",
"MULTILINESTRING ((-73.98985454399359 40.72052035314599, -73.98923006537431 40.72167709104833))","ALLEN STREET","A","0032857","1","44","MAN","Allen Street","SB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","455.600290814","MULTILINESTRING ((987062.274547264 201781.6867095083, 987235.3253822625 202203.14255949855))",
"MULTILINESTRING ((-73.99043612710288 40.719317853219884, -73.98985454399359 40.72052035314599))","ALLEN STREET","A","0164299","1","44","MAN","Allen Street","SB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","466.827742624","MULTILINESTRING ((986901.1101714224 201343.56094533205, 987062.274547264 201781.6867095083))",
"MULTILINESTRING ((-73.98905004231626 40.72217180407838, -73.9887873120138 40.722893789234874))","ALLEN STREET","A","9006468","1","44","MAN","Allen Street","SB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","272.936527731","MULTILINESTRING ((987285.2035633475 202383.3879339248, 987357.9957405925 202646.43858891726))",
"MULTILINESTRING ((-73.98923006537431 40.72167709104833, -73.98908820962086 40.72206691906036))","ALLEN STREET","A","9006455","1","44","MAN","Allen Street","SB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","147.369000661","MULTILINESTRING ((987235.3253822625 202203.14255949855, 987274.6287813336 202345.1737715006))",
"MULTILINESTRING ((-73.98908820962086 40.72206691906036, -73.98905004231626 40.72217180407838))","ALLEN STREET","A","9006466","1","44","MAN","Allen Street","SB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset","Bus Only Lane","Red","M15","M14 A",,"08/26/2019","2019","0","0","12/19/2019","MAN2019","39.6503243845","MULTILINESTRING ((987274.6287813336 202345.1737715006, 987285.2035633475 202383.3879339248))",
"MULTILINESTRING ((-73.89767304270191 40.58711399592142, -73.8938343124113 40.58366494640568))","FLATBUSH AVENUE","W","0135480","1","34","BK","Flatbush Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","bus lane on shoulder",,"None",,,,"11/25/2019","2019","0","0","12/19/2019","BK2019","1,647.98092214","MULTILINESTRING ((1012671.3401269168 153194.48204684258, 1013739.0709310919 151939.17648658156))",
"MULTILINESTRING ((-73.89876902723576 40.58810197700396, -73.89767304270191 40.58711399592142))","FLATBUSH AVENUE","W","0135483","13","34","BK","Flatbush Avenue","SB","24 Hours","7 Days/Week","7","Single","Shared Lane","bus lane on shoulder",,"None",,,,"11/25/2019","2019","0","0","12/19/2019","BK2019","471.408022772","MULTILINESTRING ((1012366.5142930001 153554.0745035112, 1012671.3401269168 153194.48204684258))",
"MULTILINESTRING ((-73.98149910336119 40.732618595901215, -73.98125724788078 40.73293857488208))","1 AVENUE","W","0251804","1","0","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82,10/10/10","1982","2,010","0","7/19/2017","MAN1982","134.474500768","MULTILINESTRING ((989377.4339589179 206189.83045224845, 989444.4380900115 206306.42306683958))",
"MULTILINESTRING ((-73.98125724788078 40.73293857488208, -73.98105847157422 40.73321141433279))","1 AVENUE","W","0251805","1","0","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82,10/10/10","1982","2,010","0","7/19/2017","MAN1982","113.648593035","MULTILINESTRING ((989444.4380900115 206306.42306683958, 989499.5062213391 206405.83887851238))",
"MULTILINESTRING ((-73.98105847157422 40.73321141433279, -73.98088975704047 40.73343706999817))","1 AVENUE","W","0251812","1","0","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82,10/10/10","1982","2,010","0","7/19/2017","MAN1982","94.5798717562","MULTILINESTRING ((989499.5062213391 206405.83887851238, 989546.2462853342 206488.06246733665))",
"MULTILINESTRING ((-73.98088975704047 40.73343706999817, -73.98064498884412 40.733779319440075))","1 AVENUE","W","0251813","1","0","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82,10/10/10","1982","2,010","0","7/19/2017","MAN1982","141.949909443","MULTILINESTRING ((989546.2462853342 206488.06246733665, 989614.054220587 206612.7695670128))",
"MULTILINESTRING ((-73.98020496174176 40.734385322553905, -73.98009050558656 40.734544370350434))","1 AVENUE","W","0251823","1","0","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82,10/10/10","1982","2,010","0","7/19/2017","MAN1982","66.0599401683","MULTILINESTRING ((989735.9535830915 206833.58277367055, 989767.6605406702 206891.5360698402))",
"MULTILINESTRING ((-73.93491257185661 40.79668064971093, -73.93445598912416 40.79730989440922))","1 AVENUE","W","0068532","1","70","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82, 10/10/10","1982","2,010","0","7/19/2017","MAN1982","261.800616942","MULTILINESTRING ((1002271.3218850046 229535.90515108407, 1002397.5683516711 229765.25508609414))",
"MULTILINESTRING ((-73.94566981626141 40.78194717539486, -73.94536565185544 40.78236245110654))","1 AVENUE","W","9001723","1","70","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82, 10/10/10","1982","2,010","0","7/19/2017","MAN1982","173.167374741","MULTILINESTRING ((999296.1998825073 224165.96510358155, 999380.3407903463 224317.31650692225))",
"MULTILINESTRING ((-73.9452130855225 40.782570745788234, -73.94472264481803 40.78324757183221))","1 AVENUE","W","0038026","1","70","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82, 10/10/10","1982","2,010","0","7/19/2017","MAN1982","281.521312816","MULTILINESTRING ((999422.5447741747 224393.23170942068, 999558.2105133384 224639.90772525966))",
"MULTILINESTRING ((-73.94750818068421 40.77943712248902, -73.947049218817 40.78006434640019))","1 AVENUE","W","0037883","1","70","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82, 10/10/10","1982","2,010","0","7/19/2017","MAN1982","261.491110044","MULTILINESTRING ((998787.6313458383 223251.1575500071, 998914.6028766781 223479.75289334357))",
"MULTILINESTRING ((-73.94284687701594 40.785805184307286, -73.94238065800964 40.7864259945977))","1 AVENUE","W","0068335","1","70","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82, 10/10/10","1982","2,010","0","7/19/2017","MAN1982","260.436165176","MULTILINESTRING ((1000077.0674152523 225572.06629399955, 1000206.0258187503 225798.3332299292))",
"MULTILINESTRING ((-73.93215267964752 40.800458824427885, -73.93196859388038 40.800710747690346))","1 AVENUE","W","0108717","1","70","MAN","1st Avenue","NB","24 Hours","7 Days/Week","7","Single","Bus Lane","Offset",,"Red","M15",,,"8/24/82, 10/10/10","1982","2,010","0","7/19/2017","MAN1982","104.985549641","MULTILINESTRING ((1003034.4109100103 230913.0054152608, 1003085.3061494231 231004.82937859))",
"MULTILINESTRING ((-73.9522399523438 40.77719359807354, -73.95174238315079 40.7778743056945))","2 AVENUE","A","0037755","1","60","MAN","2nd Avenue","SB","7AM-10AM/2PM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M15",,,"7/28/82,10/10/10","1982","2,010","0","7/19/2017","MAN1982","283.719616506","MULTILINESTRING ((997477.6110000014 222433.01614166796, 997615.2810002565 222681.09635417163))",
"MULTILINESTRING ((-73.94851306788769 40.78232203324732, -73.94803869415072 40.78294226874871))","2 AVENUE","A","0037891","1","74","MAN","2nd Avenue","SB","7AM-10AM/2PM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M15",,,"7/28/82,10/10/10","1982","2,010","0","7/19/2017","MAN1982","261.385277339","MULTILINESTRING ((998508.7096595913 224302.0629285127, 998639.9479141682 224528.11332942545))",
"MULTILINESTRING ((-73.98336657886021 40.766045241492385, -73.98313166833522 40.76636698257968))","8 AVENUE","W","0297497","1","70","MAN","8th Avenue","NB","4PM-7PM","Mon - Sat","6","Single","Shared Lane","Curbside",,,,,,"9/21/1982","1982","0","0","7/19/2017","MAN1982","134.07104138","MULTILINESTRING ((988857.5596705973 218368.12925833464, 988922.6087530851 218485.36261966825))",
"MULTILINESTRING ((-73.98313166833522 40.76636698257968, -73.98287713494129 40.766715594893384))","8 AVENUE","W","0297498","1","70","MAN","8th Avenue","NB","4PM-7PM","Mon - Sat","6","Single","Shared Lane","Curbside",,,,,,"9/21/1982","1982","0","0","7/19/2017","MAN1982","145.268722806","MULTILINESTRING ((988922.6087530851 218485.36261966825, 988993.0908955932 218612.3872999996))",
"MULTILINESTRING ((-73.99214042462788 40.75910320472321, -73.99168501965677 40.759728915488544))","9 AVENUE","A","0033842","1","70","MAN","9th Avenue","SB","4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"06/06/14","2014","0","0","7/19/2017","MAN2014","260.549209778","MULTILINESTRING ((986427.3775230944 215838.57723084092, 986553.5190030932 216066.55577750504))",
"MULTILINESTRING ((-73.97972346468035 40.74640287591661, -73.97812378199026 40.745727173598745))","EAST 34 STREET","T","0034153","1","52","MAN","34th Street","EB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08","1986","2,008","0","7/19/2017","MAN1986","507.030029012","MULTILINESTRING ((989868.3811397552 211211.98904308677, 990311.69521375 210965.91571633518))",
"MULTILINESTRING ((-73.97735988995078 40.745404215082374, -73.97588117648385 40.74477922446493))","EAST 34 STREET","T","0035742","1","55","MAN","34th Street","EB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08","1986","2,008","0","7/19/2017","MAN1986","468.761444871","MULTILINESTRING ((990523.3929530978 210848.30538725853, 990933.1952830851 210620.71069808304))",
"MULTILINESTRING ((-73.98125919928651 40.747045704992225, -73.97972346468035 40.74640287591661))","EAST 34 STREET","T","0164791","1","52","MAN","34th Street","EB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08","1986","2,008","0","7/19/2017","MAN1986","485.724259135","MULTILINESTRING ((989442.7976733446 211446.09749875963, 989868.3811397552 211211.98904308677))",
"MULTILINESTRING ((-73.9813406871969 40.74707866324769, -73.98125919928651 40.747045704992225))","EAST 34 STREET","T","0164790","1","44","MAN","34th Street","EB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08","1986","2,008","0","7/19/2017","MAN1986","25.5734454627","MULTILINESTRING ((989420.2160255909 211458.10042750835, 989442.7976733446 211446.09749875963))",
"MULTILINESTRING ((-73.97812378199026 40.745727173598745, -73.97735988995078 40.745404215082374))","EAST 34 STREET","T","0035740","1","55","MAN","34th Street","EB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Curbside",,"Red","M34","M34A",,"4/3/86 & 9/15/08","1986","2,008","0","7/19/2017","MAN1986","242.17374416","MULTILINESTRING ((990311.69521375 210965.91571633518, 990523.3929530978 210848.30538725853))",
"MULTILINESTRING ((-73.97834877079899 40.752410129533466, -73.97779152186357 40.75216759560231))","EAST 42 STREET","T","0165348","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","177.891228848","MULTILINESTRING ((990248.7511139214 213400.71596483886, 990403.1664875001 213312.39166642725))",
"MULTILINESTRING ((-73.9897908537405 40.75723313192487, -73.99263301195536 40.75842968668124))","WEST 42 STREET","T","0033952","1","60","MAN","42nd Street","WB","7AM-7PM","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","900.018800973","MULTILINESTRING ((987078.3703155965 215157.3157980889, 986290.9342264235 215593.18073999882))",
"MULTILINESTRING ((-73.98411754819874 40.75484205246508, -73.98640436719185 40.75580802892458))","WEST 42 STREET","T","0034061","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","724.75085572","MULTILINESTRING ((988650.2766205966 214286.4018575102, 988016.6525597572 214638.2318625003))",
"MULTILINESTRING ((-73.9760482489926 40.75144139363124, -73.97444451615803 40.75076469254384))","EAST 42 STREET","T","0035799","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","508.158551307","MULTILINESTRING ((990886.236715585 213047.94009558856, 991330.6498687565 212801.52162517607))",
"MULTILINESTRING ((-73.97779152186357 40.75216759560231, -73.97767660520782 40.75211893707499))","EAST 42 STREET","T","0165349","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","36.4419567893","MULTILINESTRING ((990403.1664875001 213312.39166642725, 990435.0102558434 213294.67188559473))",
"MULTILINESTRING ((-73.97767660520782 40.75211893707499, -73.97754285010758 40.75206355608818))","EAST 42 STREET","T","0165352","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Curbside",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","42.1955609915","MULTILINESTRING ((990435.0102558434 213294.67188559473, 990472.0741580874 213274.50427500904))",
"MULTILINESTRING ((-73.98088709868144 40.75348098898138, -73.98411754819874 40.75484205246508))","WEST 42 STREET","T","0034178","1","55","MAN","42nd Street","WB","24 Hours","7 Days/Week","7","Single","Shared Lane","Offset",,,,,,"10/13/82","1982","2,019","0","12/19/2019","MAN1982","1,023.20409328","MULTILINESTRING ((989545.3896597624 213790.70107725263, 988650.2766205966 214286.4018575102))",
"MULTILINESTRING ((-73.95178509989456 40.64430506684783, -73.95165167285217 40.64306596879672))","ROGERS AVENUE","A","0028577","1","44","BK","Rogers Avenue","NB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Offset",,"Red","B44",,,"11/17/2013","2013","0","0","7/19/2017","BK2013","452.95324524","MULTILINESTRING ((997630.2353666723 174017.77012458444, 997667.512195006 173566.35337650776))",
"MULTILINESTRING ((-73.95295919967464 40.65524930032686, -73.9528272102921 40.65397703522349))","ROGERS AVENUE","A","0028620","1","44","BK","Rogers Avenue","NB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Offset",,"Red","B44",,,"11/17/2013","2013","0","0","7/19/2017","BK2013","464.966009897","MULTILINESTRING ((997302.2668625116 178004.87796400487, 997339.1391640902 177541.37626634538))",
"MULTILINESTRING ((-73.95378528822947 40.66294678375731, -73.95369968703059 40.66217391720239))","ROGERS AVENUE","A","0029602","1","44","BK","Rogers Avenue","NB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Offset",,"Red","B44",,,"11/17/2013","2013","0","0","7/19/2017","BK2013","282.576723658","MULTILINESTRING ((997071.5750666708 180809.16369400918, 997095.4726566672 180527.59929651022))",
"MULTILINESTRING ((-73.95353961589409 40.66064830572601, -73.95346175845866 40.65993695620273))","ROGERS AVENUE","A","0028626","1","44","BK","Rogers Avenue","NB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Offset",,"Red","B44",,,"11/17/2013","2013","0","0","7/19/2017","BK2013","260.063195922","MULTILINESTRING ((997140.1772916764 179971.79988317192, 997161.9160933346 179712.64685817063))",
"MULTILINESTRING ((-73.95227040950648 40.648794170537826, -73.95218878120342 40.64802109611802))","ROGERS AVENUE","A","0028593","1","44","BK","Rogers Avenue","NB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Offset",,"Red","B44",,,"11/17/2013","2013","0","0","7/19/2017","BK2013","282.561639651","MULTILINESTRING ((997494.6647716761 175653.19959650934, 997517.4698441774 175371.559739843))",
"MULTILINESTRING ((-73.95218878120342 40.64802109611802, -73.9520492348419 40.64677092103418))","ROGERS AVENUE","A","0028597","1","44","BK","Rogers Avenue","NB","7AM-7PM","Mon - Fri","5","Single","Bus Lane","Offset",,"Red","B44",,,"11/17/2013","2013","0","0","7/19/2017","BK2013","457.116264566","MULTILINESTRING ((997517.4698441774 175371.559739843, 997556.4428633451 174916.10789483786))",
"MULTILINESTRING ((-73.78356075673945 40.712710787651766, -73.78262547472501 40.712937548673246))","HILLSIDE AVENUE","T","0060768","1","70","QNS","Hillside Avenue","EB","4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"05/26/69","1969","0","0","7/19/2017","QNS1969","272.129676737","MULTILINESTRING ((1044252.9492076784 199010.3897586763, 1044512.029726252 199093.6474661678))",
"MULTILINESTRING ((-73.79561668928257 40.709753078884496, -73.79473052310105 40.71001246187804))","HILLSIDE AVENUE","T","0060118","1","70","QNS","Hillside Avenue","EB","4PM-7PM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"05/26/69","1969","0","0","7/19/2017","QNS1969","263.228688377","MULTILINESTRING ((1040913.2314776778 197924.78169366717, 1041158.6903043389 198019.85696284473))",
"MULTILINESTRING ((-73.79202854717164 40.711069371387254, -73.79101410671854 40.711432584304))","HILLSIDE AVENUE","T","0060268","1","70","QNS","Hillside Avenue","WB","7AM-9AM","Mon - Fri","5","Single","Shared Lane","Curbside",,,,,,"05/26/69","1969","0","0","7/19/2017","QNS1969","310.814368604","MULTILINESTRING ((1041906.8676137626 198406.68689784408, 1042187.7892960012 198539.68531949818))",
